 UID        , Inf , Name                               , DoB                       , Nat , Division                                      , Club                         , Based                               , Preferred Foot , Right Foot    , Left Foot     , Position                        , Height , Weight , Age , Transfer Value  , Wage           , AT Apps , AT Gls , Team , Caps , Yth Apps , Style        , Rc Injury                  , Best Role               , Best Duty , Best Pos , Acc , Aer , Agg , Agi , Ant , Bal , Bra , Cmd , Com , Cmp , Cnt , Cor , Cro , Dec , Det , Dri , Ecc , Fin , Fir , Fla , Fre , Han , Hea , Jum , Kic , Ldr , Lon , L Th , Mar , Nat .1, OtB , 1v1 , Pac , Pas , Pen , Pos , Pun , Ref , TRO , Sta , Str , Tck , Tea , Tec , Thr , Vis , Wor 
5124470,     , Gerard Piqu茅                          , 2/2/1987 (35 years old)   , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 194 cm , 85 kg  ,35, 鈧?25K - 鈧?M     ," 鈧?20,000 p/m   ",425,31,      ,102,12, Intelligent  , -                          , Ball Playing Defender   , Defend    , D (C)    ,10,3,12,8,15,9,14,1,3,17,15,7,7,17,14,12,2,11,15,10,7,1,16,16,1,17,8,7,15,15,8,1,11,16,13,18,3,2,2,13,14,15,15,16,2,15,15
85140178,     , Ousmane Demb茅l茅                       , 15/5/1997 (25 years old)  , FRA , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Either         , Very Strong   , Very Strong   , M/AM (RL)                      , 178 cm , 67 kg  ,25, 鈧?1M - 鈧?6M     ," 鈧?,000,000 p/m ",160,37, Main ,27,4, Creative     , -                          , Inverted Winger         , Attack    , AM (R)   ,18,1,9,18,11,11,11,2,1,9,8,13,16,8,13,19,1,12,14,18,10,3,7,9,3,8,13,6,4,12,14,2,18,12,11,5,1,1,1,12,9,5,7,17,2,14,11
18004418, Lst , Eden Hazard                           , 7/1/1991 (31 years old)   , BEL , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Either         , Very Strong   , Strong        , AM (RLC)                       , 173 cm , 76 kg  ,31, 鈧?1M            ," 鈧?,929,000 p/m ",440,125, Main ,120, -        , Creative     , -                          , Inverted Winger         , Support   , AM (L)   ,14,3,8,15,13,17,12,2,2,16,13,12,13,15,15,18,1,15,17,18,13,2,7,8,3,6,11,5,3,12,15,3,13,16,19,7,1,1,4,13,11,4,8,18,3,16,11
67086656,     , Antoine Griezmann                     , 21/3/1991 (31 years old)  , FRA , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Left           , Fairly Strong , Very Strong   ," AM (RLC), ST (C)               ", 175 cm , 71 kg  ,31, Not for Sale    ," 鈧?,163,000 p/m ",457,166, Main ,108,10, Creative     , -                          , Inverted Winger         , Support   , AM (R)   ,15,3,12,14,15,13,12,1,2,11,12,14,15,13,17,16,2,14,15,17,15,1,13,9,1,10,14,4,5,15,17,3,14,15,13,10,3,2,2,13,10,10,12,17,3,16,14
78074594,     , Federico Valverde                     , 22/7/1998 (23 years old)  , URU , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M (RC), AM (R)                 ", 181 cm , 74 kg  ,23, 鈧?4M - 鈧?40M    ," 鈧?33,000 p/m   ",170,8, Main ,42,15, Physical     , -                          , Box To Box Midfielder   , Support   , M (C)    ,17,1,12,15,14,15,15,2,1,12,14,13,13,14,15,12,1,11,14,14,12,1,12,12,1,13,13,10,13,17,15,3,17,15,9,12,1,1,1,17,14,13,17,13,3,14,17
955978,     , Alejandro G贸mez                       , 15/2/1988 (34 years old)  , ARG , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M (C), AM (LC), ST (C)         ", 167 cm , 68 kg  ,34, Not for Sale    ," 鈧?08,000 p/m   ",509,96,      ,14,11, Creative     , -                          , Attacking Midfielder    , Support   , AM (C)   ,15,2,12,17,15,14,14,3,1,12,12,14,16,15,17,17,3,12,18,17,13,2,5,5,4,14,17,3,3,15,13,1,13,16,14,4,1,1,3,12,7,5,14,17,2,17,11
7458280,     , David Silva                           , 8/1/1986 (36 years old)   , ESP , Spanish First Division                             , Real San Sebasti谩n               , Spain (First Division)               , Left           , Fairly Strong , Very Strong   , M/AM (RLC)                     , 173 cm , 67 kg  ,36, 鈧?10K - 鈧?M     ," 鈧?33,000 p/m   ",557,95,      ,125,9, Creative     , -                          , Advanced Playmaker      , Support   , M (C)    ,9,2,12,12,14,14,13,2,1,17,15,13,13,17,15,18,1,11,18,17,14,1,9,7,1,12,13,5,8,13,18,1,9,17,12,8,3,2,3,10,9,9,15,19,2,18,14
1510566,     , Sergio Busquets                       , 16/7/1988 (33 years old)  , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M (C)                      ", 189 cm , 76 kg  ,33, 鈧?8.5M - 鈧?7M   ," 鈧?,000,000 p/m ",476,13, Main ,137,3, Intelligent  , -                          , Defensive Midfielder    , Support   , DM       ,10,2,12,10,19,11,12,1,1,18,18,8,11,18,16,12,3,8,16,9,8,3,11,14,1,13,9,8,15,15,10,4,11,17,10,17,1,1,2,12,11,15,19,16,3,16,15
67052513,     , Jordi Alba                            , 21/3/1989 (33 years old)  , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D/WB (L)                       , 170 cm , 68 kg  ,33, 鈧?0M - 鈧?6M     ," 鈧?33,000 p/m   ",429,32,      ,85,4, Leader       , -                          , Wing-Back               , Attack    , D (L)    ,17,2,15,14,16,15,15,2,1,12,13,12,14,14,16,13,3,13,16,13,10,2,5,6,3,13,10,12,12,13,18,3,15,13,10,12,2,1,1,15,9,14,15,15,1,15,16
16010162,     , David Alaba                           , 24/6/1992 (30 years old)  , AUT , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," D (LC), WB (L), M (C)          ", 180 cm , 78 kg  ,30, 鈧?57M - 鈧?05M   ," 鈧?,818,000 p/m ",366,27, Main ,94,5, Intelligent  , -                          , Full-Back               , Support   , D (L)    ,15,1,13,12,15,14,12,4,1,16,15,12,11,15,16,12,2,10,15,12,15,3,13,12,3,15,14,13,14,18,14,1,15,16,14,16,2,3,3,15,13,13,15,15,1,13,14
37047745,     , Frenkie de Jong                       , 12/5/1997 (25 years old)  , NED , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," D (C), DM, M (C)               ", 181 cm , 69 kg  ,25, 鈧?34M - 鈧?61M   ," 鈧?,167,000 p/m ",202,20, Main ,43, -        , Intelligent  , -                          , Advanced Playmaker      , Support   , M (C)    ,14,2,7,16,17,13,11,3,3,16,15,9,11,16,15,16,1,10,17,15,13,3,10,10,4,11,8,6,10,13,15,3,13,16,11,14,1,1,2,13,10,12,17,16,3,18,14
67117360, Wnt , 脕lvaro Morata                         , 23/10/1992 (29 years old) , ESP , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , ST (C)                         , 189 cm , 84 kg  ,29, 鈧?6M - 鈧?0M     ," 鈧?32,000 p/m   ",383,142, Main ,56,13, Physical     , Pulled knee ligaments      , Pressing Forward        , Attack    , ST (C)   ,15,2,13,14,16,14,13,2,3,12,12,5,11,13,14,13,2,14,14,14,10,1,16,14,1,11,14,5,5,13,16,2,16,14,14,5,3,3,3,15,13,8,17,15,1,13,16
18027198, Wnt , Yannick Carrasco                      , 4/9/1993 (28 years old)   , BEL , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," WB (L), M/AM (RL)              ", 180 cm , 71 kg  ,28, 鈧?0M - 鈧?5M     ," 鈧?15,000 p/m   ",291,69, Main ,57,7, Creative     , -                          , Inverted Winger         , Support   , AM (L)   ,16,2,11,14,12,14,10,3,1,14,12,14,13,13,15,17,3,13,14,16,15,3,8,10,1,9,13,6,4,12,16,1,17,14,15,7,2,2,3,13,11,4,10,17,1,15,12
67047092,     , Koke                                  , 8/1/1992 (30 years old)   , ESP , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M (RLC)                    ", 178 cm , 73 kg  ,30, 鈧?12M - 鈧?67M   ," 鈧?,329,000 p/m ",451,44, Main ,66,12, Intelligent  , -                          , Central Midfielder      , Defend    , M (C)    ,13,2,14,12,15,15,15,1,1,15,16,15,15,15,16,13,3,12,14,10,14,2,9,9,1,14,14,6,12,14,15,1,13,16,10,15,3,3,3,15,12,14,17,14,1,15,16
85133751,     , Ferland Mendy                         , 8/6/1995 (27 years old)   , FRA , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Fairly Strong , Very Strong   , D/WB (L)                       , 180 cm , 73 kg  ,27, 鈧?1M - 鈧?2M     ," 鈧?72,000 p/m   ",177,10, Main ,7, -        , Physical     , -                          , Wing-Back               , Defend    , D (L)    ,17,2,14,15,15,16,17,2,2,13,12,5,13,11,15,13,1,7,14,13,5,3,9,11,3,6,11,13,13,15,13,1,16,12,7,13,3,3,2,16,16,12,15,13,3,11,17
5727652,     , Ivan Rakitic                          , 10/3/1988 (34 years old)  , CRO , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M/AM (C)                   ", 184 cm , 78 kg  ,34, Not for Sale    ," 鈧?42,000 p/m   ",543,89,      ,106,4, Creative     , -                          , Central Midfielder      , Attack    , M (C)    ,11,2,11,11,14,11,12,3,1,14,14,18,15,15,13,13,3,14,15,12,14,3,8,12,4,14,17,8,9,12,14,2,11,17,16,11,4,1,1,11,11,11,15,16,1,16,13
37024470, Wnt , Memphis Depay                         , 13/2/1994 (28 years old)  , NED , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," AM (LC), ST (C)                ", 176 cm , 78 kg  ,28, 鈧?0M - 鈧?0M     ," 鈧?01,000 p/m   ",289,116, Main ,79,7, Technical    , -                          , Inverted Winger         , Support   , AM (L)   ,16,3,9,14,13,14,13,2,2,14,10,14,14,13,15,15,2,15,16,17,14,3,11,10,3,15,14,2,3,16,15,3,16,15,14,5,1,2,1,14,14,3,12,16,1,14,11
48036304,     , Jules Kound茅                          , 12/11/1998 (23 years old) , FRA , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (RC), WB (R)                 ", 178 cm , 70 kg  ,23, 鈧?6M - 鈧?29M    ," 鈧?92,000 p/m   ",150,7, Main ,11,8, Intelligent  , -                          , Full-Back               , Support   , D (R)    ,15,3,14,16,17,16,16,3,2,14,16,6,13,14,16,12,1,9,13,12,5,3,16,13,1,14,7,8,16,15,12,4,14,14,8,15,3,3,3,15,14,16,16,13,3,14,16
89056845,     , Ferran Torres                         , 29/2/2000 (22 years old)  , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," AM (RL), ST (C)                ", 184 cm , 77 kg  ,22, 鈧?4M - 鈧?9M     ," 鈧?03,000 p/m   ",129,20,      ,28,6, Physical     , -                          , Inverted Winger         , Support   , AM (L)   ,17,3,8,15,13,12,10,1,2,13,13,8,13,13,15,15,2,14,14,15,9,1,10,12,1,8,12,7,6,15,14,2,16,13,12,7,1,3,3,12,11,7,12,15,2,13,12
8169215,     , Axel Witsel                           , 12/1/1989 (33 years old)  , BEL , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," D (C), DM, M (C)               ", 186 cm , 81 kg  ,33, 鈧?0.5M - 鈧?3M   ," 鈧?20,000 p/m   ",412,62, Main ,124,10, Technical    , -                          , Deep Lying Playmaker    , Defend    , DM       ,10,2,11,11,18,18,13,2,3,18,19,8,10,14,13,13,2,10,15,8,8,3,13,14,1,13,11,9,12,18,12,1,10,16,14,12,1,1,3,14,14,12,18,15,1,13,13
78005742,     , Edinson Cavani                        , 14/2/1987 (35 years old)  , URU , Spanish First Division                             , Valencia                         , Spain (First Division)               , Right          , Very Strong   , Reasonable    , ST (C)                         , 184 cm , 71 kg  ,35, Not for Sale    ," 鈧?91,000 p/m   ",478,270, Main ,133,13, Leader       , -                          , Pressing Forward        , Attack    , ST (C)   ,13,1,16,14,14,14,16,3,1,14,13,12,12,12,17,10,3,16,13,10,14,2,18,15,1,14,13,4,10,18,16,1,13,12,16,12,2,3,1,12,15,9,14,13,3,10,17
78060464,     , Jos茅 Gim茅nez                          , 20/1/1995 (27 years old)  , URU , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , D (C)                          , 185 cm , 77 kg  ,27, 鈧?9M - 鈧?17M    ," 鈧?17,000 p/m   ",191,4, Main ,78,7, Intelligent  , -                          , Ball Playing Defender   , Stopper   , D (C)    ,14,1,15,12,15,13,17,3,1,16,15,7,10,15,15,11,2,7,12,10,6,4,16,13,2,13,8,13,15,12,10,3,13,12,8,16,1,3,1,15,15,16,16,12,2,11,16
83169822, Wnt , Jo茫o F茅lix                            , 10/11/1999 (22 years old) , POR , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Either         , Very Strong   , Strong        ," AM (RLC), ST (C)               ", 178 cm , 74 kg  ,22, 鈧?4M - 鈧?6M     ," 鈧?81,000 p/m   ",137,43, Main ,22,10, Creative     , -                          , Attacking Midfielder    , Support   , AM (C)   ,13,2,14,15,15,13,11,3,1,15,13,11,12,16,16,17,1,15,16,19,12,3,12,9,3,7,13,4,4,14,18,2,12,17,14,6,3,3,1,12,9,7,12,18,3,16,11
67178177, Wnt , Jos茅 Gay脿                             , 25/5/1995 (27 years old)  , ESP , Spanish First Division                             , Valencia                         , Spain (First Division)               , Left Only      , Weak          , Very Strong   , D/WB/M/AM (L)                  , 172 cm , 66 kg  ,27, 鈧?1M - 鈧?1M     ," 鈧?92,000 p/m   ",299,9, Main ,17,15, Technical    , -                          , Wing-Back               , Attack    , D (L)    ,17,3,12,16,15,13,13,1,3,14,14,14,14,16,16,14,1,8,15,14,14,1,5,7,2,15,11,8,12,14,16,4,16,14,13,14,1,4,1,15,11,14,15,16,2,15,15
67196198,     , Marcos Llorente                       , 30/1/1995 (27 years old)  , ESP , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," WB (R), DM, M (RC), AM (C)     ", 184 cm , 73 kg  ,27, 鈧?3M - 鈧?39M    ," 鈧?32,000 p/m   ",207,18,      ,16,8, Physical     , -                          , Ball Winning Midfielder , Defend    , M (C)    ,13,3,13,11,15,11,13,2,1,15,14,9,11,14,16,12,2,12,12,9,8,1,13,10,2,12,11,7,11,18,13,2,14,15,11,12,1,3,2,16,15,15,16,14,3,14,16
14043349, Wnt , 脕ngel Correa                          , 9/3/1995 (27 years old)   , ARG , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M (R), AM (RLC), ST (C)        ", 172 cm , 67 kg  ,27, 鈧?4M - 鈧?2M     ," 鈧?17,000 p/m   ",285,56, Main ,20,11, Creative     , -                          , Inverted Winger         , Support   , AM (L)   ,14,2,10,16,15,14,11,4,1,13,13,13,15,14,13,16,1,13,16,18,10,3,8,6,2,10,11,7,5,16,17,3,14,15,11,8,1,1,2,12,10,6,11,17,1,15,13
19242277,     , Raphinha                              , 14/12/1996 (25 years old) , BRA , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," M (R), AM (RL)                 ", 176 cm , 68 kg  ,25, 鈧?4M - 鈧?9M     ," 鈧?,000,000 p/m ",186,48, Main ,9, -        , Creative     , -                          , Inverted Winger         , Support   , AM (R)   ,16,3,14,16,14,14,13,3,3,15,12,15,14,14,15,17,2,13,16,17,14,1,8,7,3,6,14,11,8,11,15,3,15,14,14,8,1,1,3,14,7,11,12,17,2,14,14
19190440,     , Marc茫o                                , 5/6/1996 (26 years old)   , BRA , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (C)                          , 185 cm , 80 kg  ,26, 鈧?6.5M - 鈧?5M   ," 鈧?03,000 p/m   ",178,3,      ,0, -        , Technical    , -                          , Ball Playing Defender   , Stopper   , D (C)    ,13,3,16,13,14,15,16,3,1,15,13,8,8,14,14,10,4,7,13,10,8,2,13,13,4,12,7,8,13,18,10,2,13,15,13,14,1,3,2,14,15,14,14,14,3,14,15
62012567,     , Stefan Savi膰                          , 8/1/1991 (31 years old)   , MNE , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 187 cm , 80 kg  ,31, Not for Sale    ," 鈧?74,000 p/m   ",316,9, Main ,62,7, Intelligent  , -                          , Ball Playing Defender   , Cover     , D (C)    ,13,2,14,13,17,10,14,1,3,15,15,7,9,15,15,9,2,9,11,8,6,2,14,13,2,13,8,10,16,10,8,1,14,12,9,15,3,3,2,15,15,14,15,11,2,11,15
67199082, Inj , Fede San Emeterio                     , 16/3/1997 (25 years old)  , ESP , Spanish First Division                             , C谩diz                            , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M (C)                      ", 174 cm , 68 kg  ,25, 鈧?00K - 鈧?.6M   ," 鈧?0,500 p/m    ",230,9,      ,0, -        , Leader       , Damaged knee cartilage     , Ball Winning Midfielder , Defend    , M (C)    ,12,3,15,12,12,13,18,1,2,10,14,5,6,12,14,9,1,8,12,5,5,3,13,8,3,16,11,7,14,13,8,1,12,12,5,14,3,4,2,14,14,16,17,9,1,9,18
67139735,     , Dani Carvajal                         , 11/1/1992 (30 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D/WB (R)                       , 173 cm , 74 kg  ,30, 鈧?1M - 鈧?3M     ," 鈧?72,000 p/m   ",318,9, Main ,29,9, Leader       , -                          , Wing-Back               , Defend    , D (R)    ,15,3,17,14,13,17,18,2,3,13,13,11,14,13,16,13,2,8,13,12,8,4,10,8,2,14,10,13,14,14,17,2,14,13,9,14,3,1,2,16,13,15,16,12,1,12,18
49056243,     , Eduardo Camavinga                     , 10/11/2002 (19 years old) , FRA , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," DM, M (C)                      ", 182 cm , 68 kg  ,19, 鈧?3M - 鈧?9M     ," 鈧?44,000 p/m   ",97,4, U21  ,3,13, Physical     , -                          , Ball Winning Midfielder , Defend    , M (C)    ,14,3,15,14,15,14,14,1,2,14,13,6,8,14,15,12,1,10,14,12,6,3,11,11,1,12,9,4,14,14,13,3,14,14,7,15,3,1,1,15,16,15,14,15,1,13,16
19306929, Wnt , Rodrygo                               , 9/1/2001 (21 years old)   , BRA , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," AM (RL), ST (C)                ", 174 cm , 64 kg  ,21, 鈧?5M - 鈧?5M     ," 鈧?68,000 p/m   ",121,18,      ,5,10, Technical    , -                          , Inside Forward          , Attack    , AM (L)   ,15,2,11,16,13,14,13,2,3,14,14,7,12,14,14,15,3,17,15,15,8,1,12,9,2,11,12,8,5,12,15,2,15,14,12,9,2,2,2,14,13,6,12,15,3,12,14
14023371,     , Germ谩n Pezzella                       , 27/6/1991 (31 years old)  , ARG , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 187 cm , 82 kg  ,31, 鈧?.4M - 鈧?0.5M  ," 鈧?85,000 p/m   ",257,14, Main ,29,7, Intelligent  , Torn knee ligaments        , No-Nonsense Centre-Back , Stopper   , D (C)    ,11,2,15,11,16,14,15,1,3,15,14,7,8,14,15,7,3,7,8,10,7,1,16,16,1,16,7,8,16,13,9,1,12,10,7,15,2,1,1,13,14,14,14,10,2,12,14
92023410,     , Antonio R眉diger                       , 3/3/1993 (29 years old)   , GER , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D (C)                          , 190 cm , 85 kg  ,29, 鈧?9M - 鈧?48M    ," 鈧?80,000 p/m   ",277,13,      ,53,10, Physical     , -                          , Central Defender        , Stopper   , D (C)    ,17,2,18,9,15,17,18,2,1,13,14,5,10,17,17,10,3,7,10,9,9,3,15,15,1,18,8,14,15,15,8,3,16,12,7,14,2,3,2,16,18,17,13,11,4,10,15
67197125, Wnt , Marco Asensio                         , 21/1/1996 (26 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   , AM (RLC)                       , 182 cm , 76 kg  ,26, 鈧?1M - 鈧?8M     ," 鈧?94,000 p/m   ",264,42,      ,29,18, Creative     , -                          , Inverted Winger         , Support   , AM (R)   ,14,2,9,14,14,11,10,2,1,14,11,15,15,13,15,16,2,15,17,17,15,3,8,10,2,8,18,7,5,17,12,2,15,16,14,11,2,2,1,14,12,8,12,18,2,15,13
19273276,     , 脡der Milit茫o                          , 18/1/1998 (24 years old)  , BRA , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Weak          , D (C)                          , 186 cm , 79 kg  ,24, 鈧?19M - 鈧?69M   ," 鈧?72,000 p/m   ",127,8, Main ,22, -        , Physical     , -                          , Wide Centre-Back        , Defend    , D (C)    ,15,1,15,15,16,15,16,4,1,13,12,9,10,13,15,12,2,8,12,10,14,3,15,15,3,16,11,10,16,18,12,1,15,13,13,15,3,3,1,16,16,15,14,12,1,11,15
78085068,     , Ronald Araujo                         , 7/3/1999 (23 years old)   , URU , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Weak          , D (C)                          , 188 cm , 91 kg  ,23, 鈧?6M - 鈧?28M    ," 鈧?25,000 p/m   ",146,19, Main ,11,4, Leader       , -                          , Ball Playing Defender   , Defend    , D (C)    ,12,1,15,11,15,12,18,1,1,15,15,5,7,14,17,11,1,10,13,7,8,2,17,16,3,16,11,7,17,13,7,1,16,12,13,15,3,3,1,15,16,17,15,12,4,11,16
29114975, Wnt , Nabil Fekir                           , 18/7/1993 (28 years old)  , FRA , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Left Only      , Weak          , Very Strong   ," AM (RLC), ST (C)               ", 173 cm , 72 kg  ,28, 鈧?5M - 鈧?3M     ," 鈧?34,000 p/m   ",244,72, Main ,25,1, Physical     , -                          , Inverted Winger         , Support   , AM (R)   ,15,3,10,16,13,16,12,3,2,15,13,15,13,15,16,16,1,15,16,16,15,3,6,5,3,16,14,4,5,12,14,2,15,16,13,8,2,2,4,14,17,5,12,17,3,16,12
67293495,     , Pedri                                 , 25/11/2002 (19 years old) , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," M (C), AM (RLC)                ", 174 cm , 65 kg  ,19, 鈧?7M - 鈧?6M     ," 鈧?48,000 p/m   ",85,10, Main ,12,4, Creative     , -                          , Advanced Playmaker      , Support   , AM (C)   ,14,1,11,15,17,13,11,1,2,16,15,9,14,16,14,17,2,11,18,18,9,1,7,8,2,9,11,6,6,16,13,3,13,17,11,9,4,2,2,16,9,9,13,17,3,18,15
67200923,     , Unai Sim贸n                            , 11/6/1997 (25 years old)  , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , GK                             , 190 cm , 89 kg  ,25, 鈧?7M - 鈧?09M    ," 鈧?12,000 p/m   ",206, -      , Main ,25,10, Distributor  , -                          , Sweeper Keeper          , Support   , GK       ,13,16,11,14,13,7,12,15,15,15,13,3,3,14,15,2,13,3,13,3,8,14,13,15,13,12,1,1,3,15,2,15,13,12,5,15,9,16,13,12,12,3,13,13,15,14,12
67184349,     , I帽aki Williams                        , 15/6/1994 (28 years old)  , GHA , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," M (RL), AM (RLC), ST (C)       ", 186 cm , 80 kg  ,28, 鈧?35M - 鈧?62M   ," 鈧?56,000 p/m   ",304,69, Main ,0, -        , Physical     , -                          , Winger                  , Support   , AM (R)   ,16,3,10,13,12,11,15,2,2,10,12,7,12,11,12,14,3,11,14,11,9,3,13,12,3,7,10,7,7,18,14,3,18,10,9,11,2,3,1,14,13,7,12,14,2,12,15
67276122,     , Ansu Fati                             , 31/10/2002 (19 years old) , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," AM (RL), ST (C)                ", 178 cm , 66 kg  ,19, 鈧?9M - 鈧?8M     ," 鈧?,000,000 p/m ",41,15, Main ,4,2, Creative     , -                          , Inverted Winger         , Attack    , AM (L)   ,16,1,8,17,14,13,12,3,2,14,13,7,13,13,16,16,1,16,14,19,7,3,11,8,3,9,14,6,4,15,16,3,15,12,12,5,2,3,2,11,10,5,10,16,3,14,10
67037570,     , Iker Muniain                          , 19/12/1992 (29 years old) , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M (LC), AM (RLC)               ", 170 cm , 66 kg  ,29, 鈧?02M - 鈧?52M   ," 鈧?83,000 p/m   ",403,57,      ,2,34, Physical     , -                          , Inside Forward          , Support   , AM (L)   ,16,3,12,15,15,16,14,2,1,11,12,15,11,11,13,14,2,12,15,18,14,1,7,6,2,15,12,7,9,13,14,3,15,15,13,11,3,3,1,14,10,8,12,15,3,14,14
28066082,     , H茅ctor Beller铆n                       , 19/3/1995 (27 years old)  , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D/WB (R)                       , 177 cm , 74 kg  ,27, 鈧?.6M - 鈧?.8M   ," 鈧?77,000 p/m   ",214,8,      ,4,14, Physical     , -                          , Wing-Back               , Defend    , D (R)    ,16,1,12,14,14,15,15,3,3,13,13,7,12,14,13,13,3,9,12,12,5,3,10,9,2,12,10,12,12,16,14,3,16,11,8,12,2,1,1,15,10,14,15,13,2,10,15
27002693,     , Thomas Delaney                        , 3/9/1991 (30 years old)   , DEN , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Left           , Weak          , Very Strong   ," DM, M (C)                      ", 182 cm , 79 kg  ,30, 鈧?2M - 鈧?8M     ," 鈧?32,000 p/m   ",306,32, Main ,69,11, Leader       , -                          , Ball Winning Midfielder , Defend    , DM       ,11,1,15,10,15,14,19,1,3,14,17,8,10,14,18,9,1,11,12,7,13,1,16,15,4,13,12,8,14,16,13,3,12,13,9,15,1,1,3,17,14,17,17,11,3,11,18
85093001,     , Thomas Lemar                          , 12/11/1995 (26 years old) , FRA , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   ," WB (L), M/AM (LC)              ", 170 cm , 58 kg  ,26, 鈧?0.5M - 鈧?2.5M ," 鈧?40,000 p/m   ",226,25,      ,27,9, Creative     , -                          , Winger                  , Support   , AM (L)   ,15,3,9,16,12,11,10,3,2,13,12,16,15,12,15,15,1,12,15,16,16,2,6,7,4,10,13,2,7,13,14,1,14,16,14,8,3,3,3,13,9,6,14,16,2,15,15
51012751,     , Jes煤s Corona                          , 6/1/1993 (29 years old)   , MEX , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Either         , Very Strong   , Strong        ," WB (R), AM (RL)                ", 173 cm , 66 kg  ,29, 鈧?4M - 鈧?7M     ," 鈧?93,000 p/m   ",298,40, Main ,71,15, Technical    , -                          , Inverted Winger         , Attack    , AM (L)   ,15,2,13,17,12,10,11,3,2,11,10,13,13,12,14,18,2,10,16,18,10,1,5,4,1,10,8,9,6,16,12,4,15,15,10,8,2,1,2,13,6,11,8,17,1,16,13
